    ID 	   time 	 y
4.000000 	 8.500000 	 211.680848
4.000000 	 9.000000 	 203.641569
4.000000 	 9.500000 	 198.109621
4.000000 	 10.000000 	 199.251555
5.000000 	 0.000000 	 25.249574
5.000000 	 0.500000 	 63.627033
5.000000 	 1.000000 	 89.668798
5.000000 	 1.500000 	 127.998582
5.000000 	 2.000000 	 148.900723
5.000000 	 2.500000 	 157.874286
5.000000 	 3.000000 	 172.368917
5.000000 	 3.500000 	 172.660604
5.000000 	 4.000000 	 185.744739
5.000000 	 4.500000 	 191.273321
5.000000 	 5.000000 	 180.627860
5.000000 	 5.500000 	 182.922553
5.000000 	 6.000000 	 178.088997
5.000000 	 6.500000 	 184.978421
5.000000 	 7.000000 	 187.331256
5.000000 	 7.500000 	 186.551082
5.000000 	 8.000000 	 189.420603
5.000000 	 8.500000 	 189.222869
5.000000 	 9.000000 	 193.437226
5.000000 	 9.500000 	 183.951325
5.000000 	 10.000000 	 192.354576
6.000000 	 0.000000 	 29.608632
6.000000 	 0.500000 	 53.590774
6.000000 	 1.000000 	 76.159460
6.000000 	 1.500000 	 102.257824
6.000000 	 2.000000 	 134.319628
6.000000 	 2.500000 	 147.476109
6.000000 	 3.000000 	 175.325133
6.000000 	 3.500000 	 184.636539
6.000000 	 4.000000 	 193.116217
6.000000 	 4.500000 	 195.104160
6.000000 	 5.000000 	 211.823210
6.000000 	 5.500000 	 200.946990
6.000000 	 6.000000 	 207.724368
6.000000 	 6.500000 	 201.494593
6.000000 	 7.000000 	 203.452988
6.000000 	 7.500000 	 197.617362
6.000000 	 8.000000 	 199.662119
6.000000 	 8.500000 	 199.547826
6.000000 	 9.000000 	 189.999950
6.000000 	 9.500000 	 200.621702
6.000000 	 10.000000 	 201.574287
7.000000 	 0.000000 	 29.427376
7.000000 	 0.500000 	 56.417216
7.000000 	 1.000000 	 97.191602
7.000000 	 1.500000 	 125.212987
7.000000 	 2.000000 	 143.871562
7.000000 	 2.500000 	 169.539854
7.000000 	 3.000000 	 186.808044
7.000000 	 3.500000 	 195.274671
7.000000 	 4.000000 	 209.520519
7.000000 	 4.500000 	 213.365818
7.000000 	 5.000000 	 212.762298
7.000000 	 5.500000 	 213.129786
7.000000 	 6.000000 	 220.804575
7.000000 	 6.500000 	 213.780366
7.000000 	 7.000000 	 212.903531
7.000000 	 7.500000 	 220.248451
7.000000 	 8.000000 	 204.139740
7.000000 	 8.500000 	 222.859352
7.000000 	 9.000000 	 219.719175
7.000000 	 9.500000 	 216.461744
7.000000 	 10.000000 	 225.483367
8.000000 	 0.000000 	 50.921918
8.000000 	 0.500000 	 74.630044
8.000000 	 1.000000 	 100.039508
8.000000 	 1.500000 	 119.277361
8.000000 	 2.000000 	 149.106442
8.000000 	 2.500000 	 164.711629
8.000000 	 3.000000 	 184.393539
8.000000 	 3.500000 	 196.747919
8.000000 	 4.000000 	 197.078044
8.000000 	 4.500000 	 199.614053
8.000000 	 5.000000 	 204.463462
8.000000 	 5.500000 	 205.348283
8.000000 	 6.000000 	 210.115193
8.000000 	 6.500000 	 205.690572
8.000000 	 7.000000 	 203.181521
8.000000 	 7.500000 	 194.519893
8.000000 	 8.000000 	 206.701010
8.000000 	 8.500000 	 209.717238
8.000000 	 9.000000 	 206.420043
8.000000 	 9.500000 	 209.036366
8.000000 	 10.000000 	 211.768569
9.000000 	 0.000000 	 65.778996
9.000000 	 0.500000 	 82.480281
9.000000 	 1.000000 	 114.730303
9.000000 	 1.500000 	 143.415521
9.000000 	 2.000000 	 143.707431
9.000000 	 2.500000 	 174.081651
9.000000 	 3.000000 	 191.286346
9.000000 	 3.500000 	 183.596077
9.000000 	 4.000000 	 185.980997
9.000000 	 4.500000 	 195.802264
9.000000 	 5.000000 	 192.026047
9.000000 	 5.500000 	 195.455287
9.000000 	 6.000000 	 195.447679
9.000000 	 6.500000 	 189.716022
9.000000 	 7.000000 	 193.463394
9.000000 	 7.500000 	 198.722020
9.000000 	 8.000000 	 194.662531
9.000000 	 8.500000 	 196.428128
9.000000 	 9.000000 	 189.544527
9.000000 	 9.500000 	 193.301923
9.000000 	 10.000000 	 191.286582
