	[0.3154202609803615, 1.3188285493839227, 16.12011968231583, 25.366119027980105, 0.947751164233581, 0.9959480213525806]
	[-0.8327395017408075, 3.2414414194006382, 5.9947633475490125, 12.037524780561585, 0.9789760247060357, 0.995525821497159]
	[0.8648032955395266, 1.5226392727865912, 11.36428679414977, 17.16430073441254, 0.9542080845929785, 0.9932814140633931]
	[-0.45859785229202543, 1.9187879910831434, 14.334983320724229, 27.485128681595747, 0.9910715895003777, 0.9931224494922464]
	[-0.10150528009709575, 0.604073833832817, 1.1363639889150858, 23.20113674489028, 0.9953851245818364, 0.9944086132076946]
	[-0.5132548530162693, 0.462979445855232, 9.930469029561, 21.048456329091916, 0.9324057609417175, 0.9973965223311624]
	[0.47920287933680544, 2.163041973928147, 61.14999005225429, 42.6461979822066, 0.9854085792057995, 0.9875755403548093]
	[-0.5540933160927032, -0.5758452657856035, 31.174588841108083, 10.736169042106676, 0.9959992813777921, 0.9959542834171347]
	[0.3389315482613391, -0.019001027936304205, 13.166369593467802, 2.02909702803793, 0.9909026172835129, 0.9969656351396408]
	[0.8642016877375264, 0.43722755145203585, 4.792109777439744, 20.704077277600895, 0.9824703117726095, 0.9958046988739451]
	[0.8843007584172777, 1.8972562301116493, 16.140173739804435, 13.671800562613075, 0.9906144465673593, 0.9935746873108133]
	[-0.7087960268799474, 0.6447189422991664, 14.530554006233064, 42.79642303626233, 0.9603112219817653, 0.9908977784745965]
	[-0.5609031243857321, 1.6714302820272926, 10.285433603541142, 26.819287021907485, 0.9777159600036021, 0.9969549897352711]
	[0.39950096340664737, 1.500514871552894, 4.107063981261663, 73.79423255029187, 0.9880822641609786, 0.995570683571345]
	[0.26027041912669036, 0.0820081981635008, 42.34731870438616, 1.4241389426304365, 0.9913161442615875, 0.9923926140027781]
	[0.14001345350272726, 0.9700183659480649, 22.565693493136415, 68.22553243793779, 0.9635962422459164, 0.9785436648673982]
	[-1.2501492923009643, 1.1522340516439833, 4.403909132575128, 7.199335166046015, 0.9933180276459018, 0.9822650190653913]
	[1.2713737809769141, 0.46840655177950385, 13.066071530706019, 31.0964035766591, 0.9861625808715817, 0.9976974864400866]
	[0.9780894696663265, 0.8830927196732291, 5.662506721154575, 6.8398396425337555, 0.9900733230163024, 0.9934819302015923]
	[0.3380152813141833, 0.48583661340208417, 1.318916680745418, 14.430656730461312, 0.9837289256480125, 0.9910618439807657]
	[-1.5101189251361617, 1.7189234681167165, 1.5708503984342026, 14.484925182642995, 0.9806659461595049, 0.9952965493561435]
	[0.3139485846402973, -0.3564173858263451, 4.04010538226568, 10.226175485695268, 0.987426374954914, 0.996514140481923]
	[0.29890188043205146, 1.4635202555126252, 21.468860639711853, 4.365215031327617, 0.995552031096696, 0.9937847428613509]
	[-1.9527904755886594, 0.9708672065410046, 16.729087398148348, 2.6630278176377797, 0.9882791903750474, 0.9933858125528204]
	[0.503540560087677, 0.8546714451120665, 24.26107624511467, 23.058482054991828, 0.9295308498173273, 0.9904658916128909]
	[1.1336984417384794, 1.439905840366675, 6.142130264036915, 43.428469283257854, 0.9939875356226483, 0.9964212120770202]
	[-1.5647552429160558, 0.05879089754145328, 7.637608821137326, 28.009920859911222, 0.9837470081019593, 0.9935592372899622]
	[1.030124990672423, 0.7594637228719211, 12.912855250160408, 59.95294558170141, 0.9959419083784632, 0.9950506989915986]
	[0.01887016170976602, 1.6100136707773445, 9.407949666526676, 10.487264480935291, 0.9854817459201087, 0.9744771916831629]
	[1.6432846111834811, 2.461099863672053, 59.8361980663446, 15.852643772423132, 0.9923554667102492, 0.9952384745792304]
	[-0.4068135918922111, 2.1162976249200893, 31.05670179152494, 39.995826854962544, 0.9944259926422218, 0.9984504493604597]
	[0.02033953771220054, 0.14214561692232364, 30.99747292318132, 20.544187348663748, 0.8585816745634419, 0.9903437780193926]
	[-0.037830767694740974, 0.2986909936566573, 34.67251219136088, 2.015502206179477, 0.9816268470535715, 0.9958169975845592]
	[0.34472925961349754, -0.526186188818818, 6.783822877983771, 9.396359542680653, 0.9935048706567267, 0.9933768437762598]
	[-1.837921386963192, -0.45899783539729233, 5.450049944971595, 7.515096068162952, 0.9110102383084343, 0.9904646228180458]
	[-0.5275850042295726, 0.06150557266045498, 7.279384436664217, 10.420681470275998, 0.9745423977278659, 0.991317784023095]
	[1.4146431284959524, 0.40216994133979544, 22.090488577727907, 5.362152384856275, 0.9932265383145502, 0.9877030699589632]
	[0.6103123478734113, 1.1507230340974623, 6.283161175366666, 74.20224217071866, 0.9826268151812823, 0.9936410423055168]
	[0.6200425315261577, -0.3104513537976106, 5.78299172936253, 7.713507257792431, 0.995529849992959, 0.991998030303579]
	[0.7064871860868736, 1.4377169727450518, 11.175610544922613, 6.404847851283305, 0.9524935858739615, 0.9952652187322635]
	[0.4209483456360779, 0.7468314027070212, 27.150907431909154, 13.17480177801335, 0.9265039037814676, 0.993260885211627]
	[1.2149449730496928, 2.321373746788705, 3.143105597652445, 15.814770309352523, 0.982784647653522, 0.9904293550929874]
	[-2.4484406993740104, 0.6522267391558381, 12.033605643765743, 60.890981089899626, 0.9895345934357065, 0.9812023044629048]
	[0.15768303663906091, 3.8681926777390947, 4.757425456095001, 5.979989304601856, 0.9918922897657051, 0.9981683048220547]
	[0.17227043230718517, 1.2574306914397617, 5.9920727731636285, 13.374809989164001, 0.9651923990635077, 0.9696243657810987]
	[-1.592073610926184, 0.4864962259313088, 3.3058933515531197, 5.432753849315646, 0.9945750620614244, 0.99565503090808]
	[-1.254102237823882, 0.5586992482909795, 11.495703337198382, 15.463389059646474, 0.9858387703424597, 0.9963614540768361]
	[0.1964418645439867, 1.6705033529566846, 0.4511796055086281, 4.434297890852629, 0.9934246654514004, 0.9810821303062166]
	[0.6846094563462998, 1.7670739926484016, 8.794816061387564, 3.1044338200705797, 0.9819222732410544, 0.9965387012765564]
	[0.016399823102311306, 1.7628690019165993, 12.346745721910207, 11.602722414079619, 0.9931969972780116, 0.9935459832550663]
	[-0.012151870205909993, 0.6543197980038321, 8.73736475527361, 94.9671373314665, 0.9823063799816275, 0.9910930337552711]
	[0.08812583874702651, 0.8280401959136535, 25.63231545293045, 31.711775622733654, 0.9903868339554207, 0.9833786664051452]
	[-0.7298602442413188, 0.9121498816605651, 13.943705273193126, 70.13565435108518, 0.9823069417185081, 0.9933718730831586]
	[-0.9109899330527491, 1.4354888593251713, 1.1939817845061673, 2.9585251674788395, 0.9639014113440646, 0.9972864768075129]
	[-0.5730235216682815, 2.05676503360489, 7.9751590900917915, 10.635406579863085, 0.9959984613863503, 0.998401827595156]
	[-0.4287866978812564, 0.8108419486212208, 11.437233755957227, 5.793345406184958, 0.9203508718226636, 0.9875085636378013]
	[0.03865210767743596, 0.5960318297514653, 40.36915042228843, 103.15686282134045, 0.99768020474649, 0.994176279393015]
	[-1.0269497539473147, 0.25297335314704006, 30.443696185965656, 12.53358439325762, 0.9142057120759931, 0.998859548204903]
	[1.634237399140608, 2.4165799891129596, 1.4828354899172909, 81.84330558025879, 0.9893252735385566, 0.9928048932978518]
	[0.9240458148403499, 1.4123321805477036, 4.389855088615919, 16.630618963710102, 0.9811179470927494, 0.9937642434273743]
	[0.26677215671420873, 1.7507466210269613, 5.898934966265703, 19.839468827428266, 0.9971955248913005, 0.9969889044835128]
	[-0.04436393944867828, 1.306227260752462, 33.4941097355045, 11.586554798020611, 0.9240679510600016, 0.9978155044901856]
	[-0.26096637102959747, 0.9207635850472683, 17.00679527576441, 21.97832856952361, 0.945960999896084, 0.9901915769499365]
	[0.3865024828521444, 2.3949788321536243, 3.0994142170804446, 10.307932470039527, 0.9816889126505433, 0.9925072324316905]
	[-0.7001537266787993, -0.0025107059150515365, 7.164684558490086, 4.898378691087709, 0.9797942444190233, 0.991471933248537]
	[0.5747398366317732, 1.8771388505082789, 3.2818118721880203, 50.20619338753133, 0.9927378238189684, 0.9942984874992368]
	[0.8653573566181241, 2.483888478694073, 16.236943725758184, 25.837617370329525, 0.9806040258857842, 0.9980894794471524]
	[0.6683227618458744, 0.2951427549117087, 2.4027227845647587, 20.916053667964277, 0.9756030513704715, 0.9907915696337601]
	[-0.6467824056525568, 2.0991473023154, 6.713647337312432, 17.887669831351573, 0.9778484272260419, 0.9916422484172503]
	[-0.4810831709180896, 2.211409391541049, 4.499615447190578, 23.581125759151107, 0.7356969342250128, 0.9970409713010097]
	[-0.278681097448332, 1.5380692688085738, 7.1018282030597755, 12.317944334936149, 0.9561059371015382, 0.995991592023575]
	[-0.4352496146555058, 0.07666728885278129, 13.210620483810168, 417.1336443581102, 0.8957272348520576, 0.9909700349691305]
	[0.07572271897588545, 1.6170556771688602, 16.745010296828745, 9.201856458757012, 0.9970405636963691, 0.9946733312654359]
	[-0.30616990933689925, 4.122425119922697, 12.378487348083253, 22.09372264473801, 0.9945437206223273, 0.9983414823919369]
	[0.7441762920709107, 1.4076500149043145, 14.963388526449801, 17.15143508308363, 0.9574833548315629, 0.9848275322866621]
	[-0.43948435636290156, 1.3767740686280265, 12.311878435574203, 99.55852801245122, 0.9689971608226079, 0.9921647098920204]
	[-0.33562315488416616, 1.6779726704648144, 10.203052663051654, 82.38237216091528, 0.9210245913059227, 0.9849309719828122]
	[0.21372139652409117, 0.6118065103219701, 4.613059672352193, 20.13710196562284, 0.983044677586158, 0.9929807900977557]
	[1.60462451370564, 1.4547440093218464, 1.0353061783825421, 13.082542193688152, 0.9528445662380126, 0.9975654510391478]
	[0.7714538236406852, 2.1247486281526493, 10.133996272651482, 99.96518582008943, 0.9799450103328912, 0.9608867660631916]
	[1.544225974141178, 2.8227912389733585, 49.48290522462902, 7.976733181645405, 0.9821677645821393, 0.9947643960705548]
	[-0.23680737599624607, 1.2229290779878847, 4.853624522605529, 38.7493841328875, 0.9924511137077416, 0.9942971661963697]
	[-0.1571637796641132, 0.07858257665391521, 18.395746761525544, 3.13049239218636, 0.9295689447199234, 0.9868346559417899]
	[-1.353245357761161, 1.5401616271070977, 5.271751034787379, 5.022173803475682, 0.9526786532533913, 0.9812841257065141]
	[0.7199305472563139, 1.8918521395878543, 17.324195011077986, 86.4533737206755, 0.9597474803355556, 0.9948498986225033]
	[-0.1187975562309101, 0.5697436317917669, 16.860136552855547, 8.810974821234211, 0.9902727259907631, 0.9969249750386256]
	[0.2917727493841844, 2.0151887716132157, 6.170455687002919, 2.4428822062023836, 0.9941879715209763, 0.9892193509316142]
	[2.3844558690858038, 1.8499895860893711, 19.008874106879777, 18.155936495354165, 0.9907026762591413, 0.981553747472554]
	[-0.12709067149698497, 1.2578815370913397, 35.75980165510164, 77.45950467277002, 0.9574874973023746, 0.9947795477885332]
	[-0.08079672472417421, -0.3582872267940058, 10.802731117764383, 22.430219448902275, 0.9871570243721071, 0.9791200874159941]
	[-0.9799286254983409, 0.41831423262871126, 5.229726342153564, 5.412674548793126, 0.9949983003381484, 0.9964908452570177]
	[1.1532808988287546, 2.7977037781822, 5.8774910269252585, 45.62174665756887, 0.9734445727376013, 0.9941940907939774]
	[0.49953211513068985, -0.048975922513203596, 15.092571921556903, 4.705021506366953, 0.9616324400389555, 0.9959834669730383]
	[0.03201728252451713, 1.2088335605677152, 2.3145951025750837, 120.45659740345513, 0.9960378218394188, 0.9965015083658055]
	[0.004147821875641999, 1.985934025361078, 3.3382643680679176, 4.235406715218812, 0.980137363676826, 0.9949979866250446]
	[1.6990905255339666, 2.028061353401296, 10.93623192331717, 35.670665858503426, 0.99650089112256, 0.9769125189578581]
	[-0.7261583151159182, 1.7155810054359713, 27.30560253176909, 8.320440843641034, 0.9347438476933616, 0.9911710440766743]
	[-0.30051026005934534, 0.8128852326325677, 0.6784266310132558, 23.772125210752773, 0.9888397899042277, 0.9979518245602367]
	[-0.22979647757972732, -0.15707501476733343, 7.352135417983748, 11.387368944987283, 0.99414396668278, 0.9923711320729188]
	[-2.1149693541309076, 1.437156254998759, 1.7805823518082509, 3.1281081223261977, 0.9715081784568861, 0.9929873038470243]
	[0.9146094832586313, 2.0465135826642697, 4.435117664351534, 12.34493086296046, 0.9544795322235117, 0.9944367922973995]
	[-0.8274433464221875, 0.7500131128481495, 8.085995083296892, 8.37066060622767, 0.9577168873681423, 0.9738215631153418]
	[-0.9495618510549858, 1.9357396796716015, 17.26972642541086, 27.781426966337865, 0.9861187920551184, 0.9850703233568899]
	[-1.2781135215980692, 0.13797432541822818, 3.847870414039011, 8.485765665106934, 0.998311841823791, 0.9881260495741309]
	[-0.5434480334761892, 1.1837290601548303, 10.396698526894198, 7.351272287951504, 0.9511382035724799, 0.9962054942536653]
	[0.34036211570654834, 2.2030658656856144, 31.090286951238195, 16.74012755916852, 0.9810845858334623, 0.9917868712888028]
	[0.6051053745588788, 0.6904837928780462, 7.969027882508929, 10.08608204246795, 0.9958865432923119, 0.9945285024351984]
	[0.6710054044480616, 1.5247548067464187, 13.936847614276111, 42.86527350537022, 0.9653526760146289, 0.9693063447518183]
	[-0.07721564522589253, -1.4826636315432284, 2.0325907530807954, 6.454508018410137, 0.9892621273453966, 0.9863110490656657]
	[0.7186586229926689, 1.3371159546164915, 1.5102878459034101, 18.549802333786534, 0.976705873211906, 0.9935116354613072]
	[-0.309172570470838, 1.1771297930919733, 12.929878625327632, 15.277656031226167, 0.8458255281192163, 0.9976634886466381]
	[-0.7692028736607124, 0.9892957075812118, 6.929277165126338, 25.73029943371284, 0.9848033061678524, 0.9938893726137606]
	[-1.0816022412640391, 1.8693388015705683, 1.3099534276918958, 7.954862083497714, 0.9874265968739533, 0.9937053966512562]
	[1.1875064577944632, 1.7374726868686605, 8.29565518387738, 3.195904922568645, 0.9881940925916461, 0.9818733777759512]
	[-1.5018125378314424, 0.4535722835021021, 6.728848787285494, 35.28878605689168, 0.9814548249435188, 0.9958106041002857]
	[-1.483905977875232, -1.1620238575426383, 24.635410707116964, 19.275767394845815, 0.9775779432575881, 0.99416116002916]
	[0.23852438950089372, 2.280794971811709, 4.958481099185152, 141.09445329394066, 0.9310407262823898, 0.9964313679990778]
	[-1.1082118413271125, 0.8853182854160035, 6.070355665854682, 18.727054599248053, 0.9772466505374338, 0.9921943932081942]
	[-0.13034986390789763, 0.948570607283592, 2.2568959420377728, 125.81688801369927, 0.9885992395751567, 0.9990561218051593]
	[-1.031781504338685, -0.9705544245325535, 31.32576364326103, 20.109215927021136, 0.9925290480143591, 0.9902961786953263]
	[-1.4922524251617624, -0.3906011708563446, 4.897154473288505, 7.9552429573460435, 0.9748831456966623, 0.9712724865958653]
	[0.5520513827283491, 1.2993265304710269, 9.335452123040536, 39.9197955050604, 0.9910916019814788, 0.9633850628228872]
	[-1.9399246342780776, 0.4698918848343916, 11.12512168562491, 25.5285986422396, 0.9844754724320433, 0.9909491088622082]
	[-1.0357725366893848, 0.4264974708410817, 8.311797062554048, 9.937837990780944, 0.9475031463965933, 0.9968494341034672]
	[-0.5030061831178569, 1.093960579426513, 21.875499133416803, 33.79058534888543, 0.9761637342103452, 0.9710487086045501]
	[0.32178575180119273, 0.697641666144756, 2.457354381115103, 4.331063674091401, 0.992637994013705, 0.9972559195387158]
	[1.1443760726748742, 3.6175151100518774, 20.842010941334753, 5.284316876115585, 0.9682797145117681, 0.9948771778082415]
	[0.268744903666415, 2.2725874658418155, 4.308496078774523, 32.48226443064307, 0.9869396853159735, 0.9944662988012233]
	[-0.5764829767439884, 2.0795480469597636, 72.57052723878898, 9.179756227412536, 0.9898558730825558, 0.9866201600221819]
	[0.9481317111058798, 0.25645511842053115, 10.070675817403856, 136.03519239186465, 0.9942946414574945, 0.9939853100882122]
	[2.388712976202244, 1.0571271515265455, 1.1066235416692585, 3.000332563464222, 0.9890918200191565, 0.9971480079725532]
	[-0.4193825767312585, 1.8960904043255773, 10.754980100080976, 4.2131737445086666, 0.9686603357863882, 0.9859054344128141]
	[0.35672130927639684, 0.6887785687664015, 6.689466802170084, 2.9630293281270643, 0.9930187189569076, 0.9931644530402389]
	[0.8002474288523972, 1.3289649858118948, 11.378763702267566, 54.65145593865824, 0.9946493862475592, 0.9977566798909614]
	[0.7050323332745849, 0.7570071757651844, 15.876176986454547, 2.6294854293735512, 0.986487853455382, 0.99412614517389]
	[0.009843433767831047, 1.0998508279195292, 1.8825435332292284, 24.339893061957152, 0.9727697025150526, 0.9924617021824811]
	[1.44798617450645, 0.7791039630615549, 13.154337014177882, 30.11988813476436, 0.9256256611290146, 0.9865710762266204]
	[-0.28095369010594956, 1.3420362948869509, 1.2891544139139168, 38.23896729492081, 0.9873807451778683, 0.9965650457470308]
	[-0.11610976891085456, 0.004508444039055037, 6.243009784126318, 7.385506259365684, 0.970216479225274, 0.9778425039341125]
	[-1.822537414082689, 2.1629658475877953, 2.469358032546156, 58.10843041719497, 0.9741827365243493, 0.9841880787171848]
	[3.4594009138515154, 2.069269948826407, 8.15484668006865, 49.689471370557904, 0.9978170744569875, 0.9912160772325751]
	[1.046163848676018, 1.3998962017095093, 13.135534702645202, 11.34771825535582, 0.8931009437581746, 0.9956652950152538]
	[-0.92006850390706, -0.7205695993561094, 2.427343446987734, 15.951629209855872, 0.9952445893017554, 0.9929653207697173]
	[0.1780026083526914, 1.46558890790394, 38.06065345046692, 20.95731558776502, 0.9925659475023062, 0.9919043478218863]
	[-0.3434950065964636, -0.34096170542382165, 12.678903425572218, 73.72269520846561, 0.9786639594554455, 0.9958397403463851]
	[0.2163133082434716, 2.3489510492649264, 6.221460576350107, 12.02317560623306, 0.9940199001213644, 0.9943696750411228]
	[1.3312368010985673, -0.30384946907276555, 18.6603605169951, 33.24667744618356, 0.8840662830558873, 0.9856911561218527]
	[-0.815885349826789, -0.1374043801637148, 4.957556347261396, 14.066045507866203, 0.952832173845046, 0.995475505375079]
	[-0.20883488309683917, -0.6539439770862132, 2.6471979307913456, 7.776984765472951, 0.9959278623650593, 0.9844189017876996]
	[-0.46288971476122487, -0.036634129836151885, 4.7425402856766645, 16.902857918677224, 0.9915315904366332, 0.9904366602567651]
	[-0.052076136183034014, 0.9032411698725296, 6.164133008702539, 6.017017219147572, 0.9813750712886488, 0.998204447912402]
---------------------------------------------------------------
All 200 transformed latent variable vectors (i.e. z):
	[1.4475256461601247, -0.18907209130465197, 1.7164913395402932, 3.16240891105141, 4.796696669780885, 4.936221407112921]
	[-0.06407880589482251, 0.4582730468850732, 2.074301656739388, 2.6971970461678296, 4.388995647770696, 5.6393413628222895]
	[0.47844512318211685, 1.7726919473892426, 0.9253594362072712, 5.129161746978433, 3.699931995255181, 5.963340779304432]
	[-1.1652423735807624, 2.0034719306246087, 1.47220810157779, 3.7391352867122025, 4.197861000392382, 5.099360055437974]
	[-1.0690790453085437, 1.8736373424293864, 1.9843842255283661, 3.3858578695028907, 3.3899667858962705, 4.83590949711674]
	[0.17400733124436174, -0.7920908072415422, 0.6843003788292852, 2.5213285374067644, 3.782774471395179, 4.870612819402943]
	[0.5235795222893251, 1.4302789988094737, 1.3234547358578785, 4.599819350700964, 3.7819252922311617, 4.934759876776862]
	[0.7633584661478292, 0.7097691112715969, 1.45280043623174, 2.163376018754086, 4.988837031688912, 4.9399387230819505]
	[-0.1214633908816456, 3.2775355955990184, 1.0413923904848443, 2.721243963002357, 4.7369462572303185, 5.343452972871638]
	[-0.22500965341114904, 0.9358921100199064, 3.3574144512016355, 4.383715299511132, 2.3258330442671777, 4.8483804089023215]
	[-0.6896613018563453, 0.9355101915031583, 1.3062440975552558, 3.406255830227191, 4.210061614788722, 6.094152631714483]
	[0.3126272916952052, 2.4629702775448505, -0.2478100902666962, 2.588803563473855, 4.845946027383635, 5.03451694412477]
	[0.05633878704525963, 1.5309046653184932, 2.628142739740725, 1.4462808848193947, 5.39872267883328, 3.7466740185489824]
	[0.8736650169803808, 1.090003478382164, 1.5050808620354847, 3.7126035390115315, 4.10224625302815, 5.355810676417817]
	[-0.8750227002172994, -0.5364355156082046, 1.9262234523511017, 3.0524902371395775, 5.219993066244339, 4.266559772279837]
	[0.15941561306727514, 1.1417893677437052, 1.6493961960598655, 3.1930872149348417, 4.277673310314118, 4.299018276206303]
	[2.2621260043601112, 1.8130830995731289, 0.41096101549699626, 2.9310500725589734, 3.419850447768582, 5.653928246763759]
	[-0.615347532588362, 3.446882982802625, 3.2182705334329382, 5.901972894152589, 3.554575895237803, 4.713958259739717]
	[1.6735027202784265, 2.2828189389757894, 2.2613741351541305, 2.529409648486797, 3.7235766385447437, 5.828352482989613]
	[0.5214804303492793, 1.7138194317227433, 0.31204245360034477, 1.67592763141106, 3.849891715349793, 6.380465098652323]
	[-2.211399510963043, -0.765919335368058, 2.9079076455314015, 2.268342972824226, 5.716809672648904, 4.220342440929217]
	[0.24759625535434693, -2.327659809886404, 1.332953152376641, 4.3854493719577325, 4.982583146509276, 6.044252866170508]
	[0.30381792141807407, 0.15116257355414153, 1.823582368986495, 2.402106649042423, 4.732848672941946, 4.4066323532762235]
	[0.5403741165807272, 0.1575252062441821, 1.9048552894132629, 2.3375000968646074, 3.850558900702731, 3.717244360775531]
	[-0.0996438886443036, 1.5172205912722367, 2.5096904674208034, 3.0601722698909133, 3.82186700326528, 4.380296732187866]
